datetimeobject,epochmilli,STUSPS,COUNTYGEOID,positiveRate,deathRate,label
2020-07-13,1594598400000.0,ND,38051,320.3844613536244,0.0,
2020-07-14,1594684800000.0,ND,38051,320.3844613536244,0.0,
2020-07-15,1594771200000.0,ND,38051,320.3844613536244,0.0,
2020-07-16,1594857600000.0,ND,38051,320.3844613536244,0.0,
2020-07-17,1594944000000.0,ND,38051,320.3844613536244,0.0,
2020-07-18,1595030400000.0,ND,38051,320.3844613536244,0.0,
2020-07-19,1595116800000.0,ND,38051,360.43251902282736,0.0,
2020-07-20,1595203200000.0,ND,38051,400.4805766920304,0.0,
2020-07-21,1595289600000.0,ND,38051,440.5286343612335,0.0,
2020-07-22,1595376000000.0,ND,38051,440.5286343612335,0.0,
2020-07-23,1595462400000.0,ND,38051,440.5286343612335,0.0,
2020-07-24,1595548800000.0,ND,38051,440.5286343612335,40.04805766920305,
2020-07-25,1595635200000.0,ND,38051,440.5286343612335,40.04805766920305,
2020-07-26,1595721600000.0,ND,38051,440.5286343612335,40.04805766920305,
2020-07-27,1595808000000.0,ND,38051,600.7208650380456,40.04805766920305,
2020-07-28,1595894400000.0,ND,38051,640.7689227072487,40.04805766920305,
2020-07-29,1595980800000.0,ND,38051,640.7689227072487,40.04805766920305,
2020-07-30,1596067200000.0,ND,38051,640.7689227072487,40.04805766920305,
2020-07-31,1596153600000.0,ND,38051,720.8650380456547,40.04805766920305,
2020-08-01,1596240000000.0,ND,38051,760.9130957148578,40.04805766920305,
2020-08-02,1596326400000.0,ND,38051,961.153384060873,40.04805766920305,
2020-08-03,1596412800000.0,ND,38051,1041.249499399279,40.04805766920305,
2020-08-04,1596499200000.0,ND,38051,1081.297557068482,40.04805766920305,
2020-08-05,1596585600000.0,ND,38051,1081.297557068482,40.04805766920305,
2020-08-06,1596672000000.0,ND,38051,1081.297557068482,80.0961153384061,
2020-08-07,1596758400000.0,ND,38051,1081.297557068482,80.0961153384061,
2020-08-08,1596844800000.0,ND,38051,1201.4417300760913,80.0961153384061,
2020-08-09,1596931200000.0,ND,38051,1201.4417300760913,80.0961153384061,
2020-08-10,1597017600000.0,ND,38051,1481.7781337605127,80.0961153384061,
2020-08-11,1597104000000.0,ND,38051,1481.7781337605127,80.0961153384061,
2020-08-12,1597190400000.0,ND,38051,1561.8742490989187,80.0961153384061,
2020-08-13,1597276800000.0,ND,38051,1641.9703644373246,80.0961153384061,
2020-08-14,1597363200000.0,ND,38051,1641.9703644373246,80.0961153384061,
2020-08-15,1597449600000.0,ND,38051,1641.9703644373246,80.0961153384061,
2020-08-16,1597536000000.0,ND,38051,1641.9703644373246,80.0961153384061,
2020-08-17,1597622400000.0,ND,38051,1641.9703644373246,80.0961153384061,
2020-08-18,1597708800000.0,ND,38051,1641.9703644373246,80.0961153384061,
2020-08-19,1597795200000.0,ND,38051,1682.0184221065279,80.0961153384061,
2020-08-20,1597881600000.0,ND,38051,1682.0184221065279,80.0961153384061,
2020-08-21,1597968000000.0,ND,38051,1722.0664797757308,80.0961153384061,
2020-08-22,1598054400000.0,ND,38051,1722.0664797757308,80.0961153384061,
2020-08-23,1598140800000.0,ND,38051,1722.0664797757308,80.0961153384061,
2020-08-24,1598227200000.0,ND,38051,1722.0664797757308,120.14417300760913,
2020-08-25,1598313600000.0,ND,38051,1762.114537444934,120.14417300760913,
2020-08-26,1598400000000.0,ND,38051,1762.114537444934,120.14417300760913,
2020-08-27,1598486400000.0,ND,38051,1762.114537444934,120.14417300760913,
2020-08-28,1598572800000.0,ND,38051,1762.114537444934,120.14417300760913,
2020-08-29,1598659200000.0,ND,38051,1762.114537444934,120.14417300760913,
2020-08-30,1598745600000.0,ND,38051,1762.114537444934,120.14417300760913,
2020-08-31,1598832000000.0,ND,38051,1762.114537444934,120.14417300760913,
2020-09-01,1598918400000.0,ND,38051,1762.114537444934,120.14417300760913,
2020-09-02,1599004800000.0,ND,38051,1762.114537444934,120.14417300760913,
2020-09-03,1599091200000.0,ND,38051,1762.114537444934,120.14417300760913,
2020-09-04,1599177600000.0,ND,38051,1762.114537444934,120.14417300760913,
2020-09-05,1599264000000.0,ND,38051,1762.114537444934,120.14417300760913,
2020-09-06,1599350400000.0,ND,38051,1802.162595114137,120.14417300760913,
2020-09-07,1599436800000.0,ND,38051,1802.162595114137,120.14417300760913,
2020-09-08,1599523200000.0,ND,38051,1802.162595114137,120.14417300760913,
2020-09-09,1599609600000.0,ND,38051,1802.162595114137,120.14417300760913,
2020-09-10,1599696000000.0,ND,38051,1842.2106527833398,120.14417300760913,
2020-09-11,1599782400000.0,ND,38051,1842.2106527833398,120.14417300760913,
2020-09-12,1599868800000.0,ND,38051,1922.306768121746,120.14417300760913,
2020-09-13,1599955200000.0,ND,38051,1922.306768121746,120.14417300760913,
2020-09-14,1600041600000.0,ND,38051,1922.306768121746,120.14417300760913,
2020-09-15,1600128000000.0,ND,38051,1922.306768121746,120.14417300760913,
2020-09-16,1600214400000.0,ND,38051,1962.354825790949,120.14417300760913,
2020-09-17,1600300800000.0,ND,38051,2042.4509411293552,120.14417300760913,
2020-09-18,1600387200000.0,ND,38051,2042.4509411293552,120.14417300760913,
2020-09-19,1600473600000.0,ND,38051,2122.547056467761,120.14417300760913,
2020-09-20,1600560000000.0,ND,38051,2122.547056467761,120.14417300760913,
2020-09-21,1600646400000.0,ND,38051,2162.595114136964,120.14417300760913,
2020-09-22,1600732800000.0,ND,38051,2242.6912294753706,120.14417300760913,
2020-09-23,1600819200000.0,ND,38051,2442.9315178213856,120.14417300760913,
2020-09-24,1600905600000.0,ND,38051,2442.9315178213856,120.14417300760913,
2020-09-25,1600992000000.0,ND,38051,2442.9315178213856,120.14417300760913,
2020-09-26,1601078400000.0,ND,38051,2723.267921505807,120.14417300760913,
2020-09-27,1601164800000.0,ND,38051,2723.267921505807,120.14417300760913,
2020-09-28,1601251200000.0,ND,38051,2723.267921505807,120.14417300760913,
2020-09-29,1601337600000.0,ND,38051,2803.364036844213,120.14417300760913,
2020-09-30,1601424000000.0,ND,38051,3043.6523828594313,120.14417300760913,
2020-10-01,1601510400000.0,ND,38051,3043.6523828594313,120.14417300760913,
2020-10-02,1601596800000.0,ND,38051,3203.8446135362433,120.14417300760913,
2020-10-03,1601683200000.0,ND,38051,3203.8446135362433,120.14417300760913,
2020-10-04,1601769600000.0,ND,38051,3323.9887865438527,120.14417300760913,
2020-10-05,1601856000000.0,ND,38051,3524.229074889868,120.14417300760913,
2020-10-06,1601942400000.0,ND,38051,3684.4213055666796,120.14417300760913,
2020-10-07,1602028800000.0,ND,38051,4044.8538245895074,120.14417300760913,
2020-10-08,1602115200000.0,ND,38051,4084.9018822587104,120.14417300760913,
2020-10-09,1602201600000.0,ND,38051,4325.190228273928,120.14417300760913,
2020-10-10,1602288000000.0,ND,38051,4485.382458950741,120.14417300760913,
2020-10-11,1602374400000.0,ND,38051,4685.622747296756,120.14417300760913,
2020-10-12,1602460800000.0,ND,38051,4765.718862635162,120.14417300760913,
2020-10-13,1602547200000.0,ND,38051,4885.863035642771,120.14417300760913,
2020-10-14,1602633600000.0,ND,38051,5166.1994393271925,160.1922306768122,
2020-10-15,1602720000000.0,ND,38051,5526.63195835002,160.1922306768122,
2020-10-16,1602806400000.0,ND,38051,5526.63195835002,160.1922306768122,
2020-10-17,1602892800000.0,ND,38051,5646.776131357628,160.1922306768122,
2020-10-18,1602979200000.0,ND,38051,5686.824189026833,160.1922306768122,
2020-10-19,1603065600000.0,ND,38051,5806.968362034441,160.1922306768122,
2020-10-20,1603152000000.0,ND,38051,6047.256708049659,160.1922306768122,
2020-10-21,1603238400000.0,ND,38051,6367.641169403283,160.1922306768122,
2020-10-22,1603324800000.0,ND,38051,6447.737284741691,160.1922306768122,
2020-10-23,1603411200000.0,ND,38051,6647.977573087705,160.1922306768122,
2020-10-24,1603497600000.0,ND,38051,6647.977573087705,160.1922306768122,
2020-10-25,1603584000000.0,ND,38051,6647.977573087705,160.1922306768122,
2020-10-26,1603670400000.0,ND,38051,6688.025630756908,160.1922306768122,
2020-10-27,1603756800000.0,ND,38051,6768.121746095314,200.2402883460152,
2020-10-28,1603843200000.0,ND,38051,6768.121746095314,200.2402883460152,
2020-10-29,1603929600000.0,ND,38051,6808.169803764517,200.2402883460152,
2020-10-30,1604016000000.0,ND,38051,6968.362034441329,200.2402883460152,
2020-10-31,1604102400000.0,ND,38051,6968.362034441329,200.2402883460152,
2020-11-01,1604188800000.0,ND,38051,7048.458149779736,200.2402883460152,
2020-11-02,1604275200000.0,ND,38051,7168.602322787345,200.2402883460152,
2020-11-03,1604361600000.0,ND,38051,7208.650380456548,200.2402883460152,
2020-11-04,1604448000000.0,ND,38051,7208.650380456548,200.2402883460152,
2020-11-05,1604534400000.0,ND,38051,7288.746495794954,200.2402883460152,
2020-11-06,1604620800000.0,ND,38051,7328.794553464158,200.2402883460152,
2020-11-07,1604707200000.0,ND,38051,7408.890668802564,200.2402883460152,
2020-11-08,1604793600000.0,ND,38051,7448.938726471765,200.2402883460152,
2020-11-09,1604880000000.0,ND,38051,7529.034841810173,200.2402883460152,
2020-11-10,1604966400000.0,ND,38051,7529.034841810173,200.2402883460152,
2020-11-11,1605052800000.0,ND,38051,7529.034841810173,200.2402883460152,
2020-11-12,1605139200000.0,ND,38051,7769.32318782539,200.2402883460152,
2020-11-13,1605225600000.0,ND,38051,7889.4673608329995,200.2402883460152,
2020-11-14,1605312000000.0,ND,38051,8410.09211053264,200.2402883460152,
2020-11-15,1605398400000.0,ND,38051,8410.09211053264,200.2402883460152,
2020-11-16,1605484800000.0,ND,38051,8650.380456547857,200.2402883460152,
2020-11-17,1605571200000.0,ND,38051,8730.476571886264,200.2402883460152,
2020-11-18,1605657600000.0,ND,38051,8810.57268722467,200.2402883460152,
2020-11-19,1605744000000.0,ND,38051,8810.57268722467,240.28834601521825,
2020-11-20,1605830400000.0,ND,38051,9050.861033239888,240.28834601521825,
2020-11-21,1605916800000.0,ND,38051,9211.053263916701,240.28834601521825,
2020-11-22,1606003200000.0,ND,38051,9251.101321585902,240.28834601521825,
2020-11-23,1606089600000.0,ND,38051,9291.149379255106,240.28834601521825,
2020-11-24,1606176000000.0,ND,38051,9291.149379255106,240.28834601521825,
2020-11-25,1606262400000.0,ND,38051,9411.293552262716,240.28834601521825,
2020-11-26,1606348800000.0,ND,38051,9411.293552262716,240.28834601521825,
2020-11-27,1606435200000.0,ND,38051,9451.341609931918,240.28834601521825,
2020-11-28,1606521600000.0,ND,38051,9451.341609931918,280.3364036844213,
2020-11-29,1606608000000.0,ND,38051,9491.38966760112,280.3364036844213,
2020-11-30,1606694400000.0,ND,38051,9611.53384060873,280.3364036844213,
2020-12-01,1606780800000.0,ND,38051,9611.53384060873,280.3364036844213,
2020-12-02,1606867200000.0,ND,38051,9731.67801361634,280.3364036844213,
2020-12-03,1606953600000.0,ND,38051,9771.726071285542,280.3364036844213,
2020-12-04,1607040000000.0,ND,38051,9851.82218662395,280.3364036844213,
2020-12-05,1607126400000.0,ND,38051,9931.918301962354,280.3364036844213,
2020-12-06,1607212800000.0,ND,38051,9931.918301962354,280.3364036844213,
2020-12-07,1607299200000.0,ND,38051,9931.918301962354,280.3364036844213,
2020-12-08,1607385600000.0,ND,38051,9931.918301962354,280.3364036844213,
2020-12-09,1607472000000.0,ND,38051,11694.032839407288,280.3364036844213,
2020-12-10,1607558400000.0,ND,38051,11774.128954745695,280.3364036844213,
2020-12-11,1607644800000.0,ND,38051,11774.128954745695,280.3364036844213,
2020-12-12,1607731200000.0,ND,38051,11894.273127753304,280.3364036844213,
2020-12-13,1607817600000.0,ND,38051,11894.273127753304,280.3364036844213,
2020-12-14,1607904000000.0,ND,38051,11894.273127753304,280.3364036844213,
2020-12-15,1607990400000.0,ND,38051,12014.417300760913,280.3364036844213,
2020-12-16,1608076800000.0,ND,38051,12014.417300760913,280.3364036844213,
2020-12-17,1608163200000.0,ND,38051,12054.465358430116,280.3364036844213,
2020-12-18,1608249600000.0,ND,38051,12174.609531437725,280.3364036844213,
2020-12-19,1608336000000.0,ND,38051,12214.657589106928,280.3364036844213,
2020-12-20,1608422400000.0,ND,38051,12254.705646776132,280.3364036844213,
2020-12-21,1608508800000.0,ND,38051,12334.801762114537,280.3364036844213,
2020-12-22,1608595200000.0,ND,38051,12334.801762114537,280.3364036844213,
2020-12-23,1608681600000.0,ND,38051,12334.801762114537,280.3364036844213,
2020-12-24,1608768000000.0,ND,38051,12334.801762114537,280.3364036844213,
2020-12-25,1608854400000.0,ND,38051,12334.801762114537,280.3364036844213,
2020-12-26,1608940800000.0,ND,38051,12374.849819783742,280.3364036844213,
2020-12-27,1609027200000.0,ND,38051,12414.897877452944,280.3364036844213,
2020-12-28,1609113600000.0,ND,38051,12454.945935122147,280.3364036844213,
2020-12-29,1609200000000.0,ND,38051,12494.99399279135,280.3364036844213,
2020-12-30,1609286400000.0,ND,38051,12494.99399279135,280.3364036844213,
2020-12-31,1609372800000.0,ND,38051,12494.99399279135,280.3364036844213,
2021-01-01,1609459200000.0,ND,38051,12535.042050460552,280.3364036844213,
2021-01-02,1609545600000.0,ND,38051,12535.042050460552,280.3364036844213,
2021-01-03,1609632000000.0,ND,38051,12535.042050460552,280.3364036844213,
2021-01-04,1609718400000.0,ND,38051,12535.042050460552,280.3364036844213,
2021-01-05,1609804800000.0,ND,38051,12535.042050460552,280.3364036844213,
2021-01-06,1609891200000.0,ND,38051,12575.090108129754,280.3364036844213,
2021-01-07,1609977600000.0,ND,38051,12655.186223468163,280.3364036844213,
2021-01-08,1610064000000.0,ND,38051,12655.186223468163,280.3364036844213,
2021-01-09,1610150400000.0,ND,38051,12655.186223468163,280.3364036844213,
2021-01-10,1610236800000.0,ND,38051,12655.186223468163,280.3364036844213,
2021-01-11,1610323200000.0,ND,38051,12655.186223468163,280.3364036844213,
2021-01-12,1610409600000.0,ND,38051,12655.186223468163,280.3364036844213,
2021-01-13,1610496000000.0,ND,38051,12655.186223468163,280.3364036844213,
2021-01-14,1610582400000.0,ND,38051,12655.186223468163,280.3364036844213,
2021-01-15,1610668800000.0,ND,38051,12655.186223468163,280.3364036844213,
2021-01-16,1610755200000.0,ND,38051,12695.234281137366,280.3364036844213,
2021-01-17,1610841600000.0,ND,38051,12695.234281137366,280.3364036844213,
2021-01-18,1610928000000.0,ND,38051,12695.234281137366,280.3364036844213,
2021-01-19,1611014400000.0,ND,38051,12735.282338806566,280.3364036844213,
2021-01-20,1611100800000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-01-21,1611187200000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-01-22,1611273600000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-01-23,1611360000000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-01-24,1611446400000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-01-25,1611532800000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-01-26,1611619200000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-01-27,1611705600000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-01-28,1611792000000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-01-29,1611878400000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-01-30,1611964800000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-01-31,1612051200000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-02-01,1612137600000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-02-02,1612224000000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-02-03,1612310400000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-02-04,1612396800000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-02-05,1612483200000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-02-06,1612569600000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-02-07,1612656000000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-02-08,1612742400000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-02-09,1612828800000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-02-10,1612915200000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-02-11,1613001600000.0,ND,38051,12775.33039647577,280.3364036844213,
2021-02-12,1613088000000.0,ND,38051,12815.378454144973,280.3364036844213,
2021-02-13,1613174400000.0,ND,38051,12815.378454144973,280.3364036844213,
2021-02-14,1613260800000.0,ND,38051,12815.378454144973,280.3364036844213,
2021-02-15,1613347200000.0,ND,38051,12815.378454144973,280.3364036844213,
2021-02-16,1613433600000.0,ND,38051,12815.378454144973,280.3364036844213,
2021-02-17,1613520000000.0,ND,38051,12815.378454144973,280.3364036844213,
2021-02-18,1613606400000.0,ND,38051,12815.378454144973,280.3364036844213,
2021-02-19,1613692800000.0,ND,38051,12815.378454144973,280.3364036844213,
2021-02-20,1613779200000.0,ND,38051,12815.378454144973,280.3364036844213,
2021-02-21,1613865600000.0,ND,38051,12815.378454144973,280.3364036844213,
2021-02-22,1613952000000.0,ND,38051,12815.378454144973,280.3364036844213,
2021-02-23,1614038400000.0,ND,38051,12815.378454144973,280.3364036844213,
2021-02-24,1614124800000.0,ND,38051,12815.378454144973,280.3364036844213,
2021-02-25,1614211200000.0,ND,38051,12815.378454144973,280.3364036844213,
2021-02-26,1614297600000.0,ND,38051,12815.378454144973,280.3364036844213,
2021-02-27,1614384000000.0,ND,38051,12855.426511814178,280.3364036844213,
2021-02-28,1614470400000.0,ND,38051,12855.426511814178,280.3364036844213,
2021-03-01,1614556800000.0,ND,38051,12855.426511814178,280.3364036844213,
2021-03-02,1614643200000.0,ND,38051,12855.426511814178,280.3364036844213,
2021-03-03,1614729600000.0,ND,38051,12855.426511814178,280.3364036844213,
2021-03-04,1614816000000.0,ND,38051,12935.522627152583,280.3364036844213,
2021-03-05,1614902400000.0,ND,38051,12935.522627152583,280.3364036844213,
2021-03-06,1614988800000.0,ND,38051,12935.522627152583,280.3364036844213,
2021-03-07,1615075200000.0,ND,38051,12935.522627152583,280.3364036844213,
2021-03-08,1615161600000.0,ND,38051,12935.522627152583,280.3364036844213,
2021-03-09,1615248000000.0,ND,38051,12935.522627152583,280.3364036844213,
2021-03-10,1615334400000.0,ND,38051,12975.570684821785,280.3364036844213,
2021-03-11,1615420800000.0,ND,38051,12975.570684821785,280.3364036844213,
2021-03-12,1615507200000.0,ND,38051,12975.570684821785,280.3364036844213,
2021-03-13,1615593600000.0,ND,38051,12975.570684821785,280.3364036844213,
2021-03-14,1615680000000.0,ND,38051,12975.570684821785,280.3364036844213,
2021-03-15,1615766400000.0,ND,38051,12975.570684821785,280.3364036844213,
2021-03-16,1615852800000.0,ND,38051,12975.570684821785,280.3364036844213,
2021-03-17,1615939200000.0,ND,38051,12975.570684821785,280.3364036844213,
2021-03-18,1616025600000.0,ND,38051,12975.570684821785,280.3364036844213,
2021-03-19,1616112000000.0,ND,38051,12975.570684821785,280.3364036844213,
2021-03-20,1616198400000.0,ND,38051,12975.570684821785,280.3364036844213,
2021-03-21,1616284800000.0,ND,38051,12975.570684821785,280.3364036844213,
2021-03-22,1616371200000.0,ND,38051,12975.570684821785,280.3364036844213,
2021-03-23,1616457600000.0,ND,38051,12975.570684821785,280.3364036844213,
2021-03-24,1616544000000.0,ND,38051,12975.570684821785,280.3364036844213,
2021-03-25,1616630400000.0,ND,38051,12975.570684821785,280.3364036844213,
2021-03-26,1616716800000.0,ND,38051,13015.61874249099,280.3364036844213,
2021-03-27,1616803200000.0,ND,38051,13015.61874249099,280.3364036844213,
